,Rank,isIP,isValid,Domain_reg_len,is@,isRedirect,haveDash,SubDomain,Domain_http,LongURL,TinyURL,Label
6370,1,0,1,0,0,0,0,0,0,0,0,1
6371,1,0,1,0,0,0,0,0,0,1,0,1
6372,0,0,1,0,0,0,0,1,0,0,0,0
6373,1,0,1,0,0,0,0,1,0,0,1,0
6374,1,0,1,0,0,0,0,0,0,0,0,0
6375,1,0,1,0,0,0,0,1,0,0,1,0
6376,1,0,0,1,0,0,0,1,0,1,0,1
6377,1,0,1,0,0,0,0,1,0,0,0,0
6378,0,0,0,1,0,0,0,1,0,0,0,0
6379,1,0,1,0,0,0,0,1,0,0,0,0
6380,1,0,0,1,0,0,0,0,0,0,0,0
6381,0,0,0,1,0,0,0,1,0,0,0,0
6382,0,0,1,0,0,0,0,0,0,0,0,0
6383,0,0,1,0,0,0,0,1,0,0,0,1
6384,1,0,1,0,0,0,0,1,0,0,0,0
6385,1,0,0,1,0,0,0,1,0,1,0,1
6386,1,0,1,0,0,0,0,0,0,1,0,1
6387,1,0,0,1,0,0,0,1,0,1,0,1
6388,0,0,1,0,0,0,0,0,0,0,0,0
6389,0,0,0,1,0,0,0,1,0,1,0,0
6390,0,0,1,0,0,0,1,1,0,1,0,1
6391,1,0,1,0,0,0,0,0,0,0,0,0
6392,1,0,1,0,0,0,0,1,0,0,0,0
6393,1,0,0,1,0,0,0,1,0,0,0,1
6394,0,0,0,1,0,0,0,1,0,1,0,0
6395,1,0,1,0,0,0,0,0,0,0,0,1
6396,1,0,0,1,0,0,0,0,0,0,0,0
6397,1,0,1,0,0,0,0,0,0,0,0,1
6398,1,0,0,1,0,0,1,1,0,1,0,1
6399,0,0,1,0,0,0,0,0,0,0,0,1
6400,1,0,1,0,0,0,0,1,0,0,0,0
6401,1,0,1,0,0,0,0,1,0,1,1,1
6402,0,0,1,0,0,0,0,0,0,0,0,1
6403,0,0,1,0,0,0,0,1,0,1,0,0
6404,0,0,1,0,0,0,0,1,0,0,0,0
6405,1,0,0,1,0,0,0,0,0,1,0,1
6406,0,0,1,0,0,0,0,0,0,0,0,0
6407,1,0,1,0,0,0,0,0,0,0,0,1
6408,0,0,1,0,0,0,0,0,0,0,0,0
6409,1,0,1,0,0,0,0,1,0,1,0,1
6410,0,0,1,0,0,0,0,1,0,0,0,0
6411,1,0,1,0,0,0,0,1,0,0,0,1
6412,1,0,0,1,0,0,0,1,0,1,0,0
6413,0,0,1,0,0,0,0,1,0,0,1,0
6414,0,0,1,0,0,0,0,0,0,0,0,0
6415,1,0,0,1,0,0,0,1,0,0,0,1
6416,0,0,1,0,0,0,0,1,0,0,0,0
6417,0,0,1,0,0,0,0,0,0,1,0,1
6418,0,0,0,1,0,0,0,1,0,0,0,0
6419,0,0,1,0,0,0,0,0,0,0,0,0
6420,1,0,1,0,0,0,1,1,0,0,0,0
6421,0,0,1,0,0,0,0,1,0,0,0,0
6422,1,0,0,1,0,0,0,0,0,0,0,0
6423,1,0,1,0,0,0,0,0,0,0,0,0
6424,0,0,1,0,0,0,0,1,0,0,0,0
6425,1,0,0,1,0,0,0,0,0,0,0,1
6426,1,0,1,0,0,0,1,1,0,1,0,1
6427,0,0,1,0,0,0,0,0,0,0,0,0
6428,1,0,1,0,0,0,0,0,0,0,0,1
6429,0,0,0,1,0,0,0,0,0,0,0,1
6430,0,0,0,1,0,0,1,1,0,0,0,0
6431,1,0,0,1,0,0,0,1,0,0,0,0
6432,1,0,0,1,0,0,1,1,0,1,0,1
6433,1,0,0,1,0,0,0,0,0,1,0,1
6434,1,0,1,0,0,0,0,0,0,0,0,0
6435,1,0,0,1,0,0,0,1,0,1,0,1
6436,1,0,1,0,0,0,1,1,0,0,0,1
6437,0,0,1,0,0,0,1,1,0,1,0,1
6438,1,0,0,1,0,0,0,1,0,0,0,0
6439,1,0,0,1,0,0,0,1,0,0,0,0
6440,1,0,1,0,0,0,0,1,0,0,0,0
6441,0,0,1,0,0,0,0,0,0,1,0,0
6442,1,0,1,0,0,0,0,0,0,0,0,0
6443,1,0,0,1,0,0,1,1,0,1,0,1
6444,1,0,0,1,0,0,1,1,0,1,0,1
6445,1,0,1,0,0,0,0,0,0,0,0,0
6446,1,0,0,1,0,0,0,1,0,1,0,1
6447,0,0,1,0,0,0,1,1,0,1,0,0
6448,0,0,1,0,0,0,0,1,0,0,0,0
6449,1,0,0,1,0,0,0,1,0,1,0,1
6450,1,0,1,0,0,0,0,1,0,0,0,1
6451,1,0,0,1,0,0,0,0,0,0,0,1
6452,0,0,1,0,0,0,0,1,0,1,0,1
6453,1,0,1,0,0,0,0,1,0,1,0,1
6454,1,0,1,0,0,0,0,1,0,0,0,0
6455,1,0,0,1,0,0,1,1,0,1,0,1
6456,1,0,1,1,0,0,1,1,0,1,0,1
6457,1,0,0,1,0,0,0,0,0,0,0,1
6458,0,0,1,0,0,0,0,0,0,0,0,0
6459,1,0,0,1,0,0,0,1,0,1,0,1
6460,1,0,1,0,0,0,0,0,0,0,0,0
6461,0,0,1,0,0,0,0,0,0,1,0,0
6462,0,0,1,0,0,0,0,1,0,1,0,1
6463,0,0,1,0,0,0,0,1,0,0,1,0
6464,0,0,1,0,0,0,0,0,0,0,0,0
6465,0,0,0,1,0,0,1,0,0,0,0,0
6466,1,0,1,0,0,0,0,1,0,0,0,0
6467,1,0,0,1,0,0,0,1,0,1,0,1
6468,0,0,0,1,0,0,0,1,0,0,0,0
6469,0,0,0,1,0,0,0,1,0,1,0,0
6470,0,0,0,1,0,0,0,0,0,0,0,0
6471,0,0,1,0,0,0,0,0,0,0,0,0
6472,1,0,0,1,0,0,0,0,0,1,0,0
6473,0,0,1,0,0,0,1,1,0,1,0,1
6474,1,0,1,0,0,0,0,0,0,0,0,0
6475,0,0,1,0,0,0,0,0,0,0,0,0
6476,1,0,0,1,0,0,0,0,0,0,0,1
6477,1,0,1,0,0,0,0,1,0,0,1,0
6478,1,0,1,0,0,0,1,1,0,1,0,1
6479,0,0,1,0,0,0,0,0,0,0,0,0
6480,0,0,1,0,0,0,0,0,0,0,0,0
6481,1,0,0,1,0,0,0,1,0,0,0,1
6482,1,0,1,0,0,0,0,1,0,0,1,0
6483,1,0,1,0,0,0,0,0,0,1,1,1
6484,1,0,1,0,0,0,1,0,0,0,1,1
6485,1,0,0,1,0,0,0,1,0,1,0,1
6486,1,0,1,0,0,0,0,1,0,1,0,1
6487,1,0,1,0,0,0,0,1,0,1,0,1
6488,0,0,1,0,0,0,0,0,0,0,0,0
6489,1,0,0,1,0,0,0,0,0,0,0,1
6490,0,0,1,0,0,0,0,0,0,1,0,0
6491,0,0,1,0,0,0,0,0,0,0,1,0
6492,1,0,1,0,0,0,1,0,0,0,0,0
6493,1,0,0,1,0,0,0,1,0,0,0,1
6494,1,0,1,0,0,0,0,0,0,0,0,0
6495,0,0,0,1,0,0,0,1,0,0,0,0
6496,1,0,0,1,0,0,1,1,0,1,0,1
6497,1,0,0,1,0,0,1,0,0,0,0,1
6498,1,0,0,1,0,0,0,1,0,0,0,1
6499,1,0,1,0,0,0,0,1,0,0,0,0
6500,0,0,0,1,0,0,0,1,0,0,0,0
6501,1,0,0,1,0,0,0,1,0,1,0,1
6502,1,0,1,0,0,0,0,1,0,1,0,1
6503,1,0,0,1,0,0,0,1,0,1,0,1
6504,1,0,0,1,0,0,0,0,0,0,0,0
6505,1,0,1,0,0,0,0,1,0,0,1,1
6506,0,0,1,0,0,0,0,0,0,1,0,0
6507,1,0,0,1,0,0,1,0,0,0,0,1
6508,0,0,1,0,0,0,0,0,0,0,0,0
6509,0,0,1,0,0,0,0,1,0,0,1,0
6510,0,0,1,0,0,0,0,0,0,0,0,0
6511,1,0,0,1,0,0,0,0,0,1,0,1
6512,1,0,0,1,0,0,0,1,0,1,0,1
6513,1,0,1,0,0,0,0,0,0,0,0,0
6514,1,0,1,0,0,0,0,0,0,0,0,0
6515,1,0,0,1,0,0,0,0,0,0,0,0
6516,1,0,0,1,0,0,0,0,0,0,1,1
6517,1,0,0,1,0,0,0,0,0,0,0,1
6518,1,0,0,1,0,0,0,1,0,1,0,1
6519,1,0,0,1,0,0,0,1,0,0,0,0
6520,0,0,1,0,0,0,1,1,0,1,0,1
6521,0,0,1,0,0,0,0,0,0,0,0,0
6522,1,0,1,0,0,0,0,1,0,1,0,1
6523,0,0,0,1,0,0,0,0,0,0,0,1
6524,0,0,1,0,0,0,1,1,0,1,0,1
6525,1,0,0,1,0,0,0,1,0,0,0,0
6526,1,0,0,1,0,0,0,0,0,0,0,0
6527,0,0,1,0,0,0,0,0,0,0,0,0
6528,1,0,0,1,0,0,0,1,0,0,0,0
6529,1,0,0,1,0,0,0,0,0,1,0,1
6530,1,0,0,1,0,0,0,1,0,1,0,1
6531,1,0,0,1,0,0,0,1,0,0,0,1
6532,1,0,0,1,0,0,0,1,0,0,0,1
6533,0,0,0,1,0,0,0,1,0,1,0,0
6534,1,0,1,0,0,0,0,1,0,1,0,1
6535,1,0,1,0,0,0,0,1,0,0,0,0
6536,1,0,1,0,0,0,0,0,0,0,0,0
6537,1,0,0,1,0,0,0,1,0,0,0,1
6538,0,0,1,0,0,0,0,1,0,0,0,0
6539,0,0,0,1,0,0,0,1,0,0,0,0
6540,0,0,1,0,0,0,0,1,0,0,0,0
6541,1,0,0,1,0,0,0,1,0,1,0,1
6542,1,0,1,0,0,0,0,0,0,0,0,0
6543,0,0,1,0,0,0,0,0,0,0,0,0
6544,1,0,1,0,0,0,0,0,0,0,0,0
6545,1,0,1,0,0,0,0,1,0,0,0,0
6546,1,0,1,0,0,0,0,0,0,1,0,1
6547,1,0,0,1,0,0,0,0,0,1,0,1
6548,0,0,0,1,0,0,0,1,0,0,0,0
6549,1,0,1,0,0,0,0,0,0,1,0,1
6550,0,0,0,1,0,0,1,1,0,0,0,0
6551,0,0,1,0,0,0,0,0,0,0,0,1
6552,1,0,0,1,0,0,0,1,0,1,0,1
6553,0,0,1,0,0,0,0,0,0,0,0,0
6554,1,0,1,0,0,0,1,1,0,0,0,0
6555,1,0,1,0,0,0,1,0,0,0,0,0
6556,1,0,0,1,0,0,1,1,0,1,0,1
6557,1,0,0,1,0,0,0,1,0,1,0,1
6558,1,0,1,0,0,0,0,1,0,1,0,1
6559,0,0,1,0,0,0,0,1,0,1,0,1
6560,1,0,0,1,0,0,1,1,0,0,0,1
6561,0,0,1,0,0,0,0,0,0,1,1,0
6562,1,0,1,0,0,0,0,1,0,0,0,1
6563,1,0,0,1,0,0,0,1,0,0,0,0
6564,0,0,1,0,0,0,0,0,0,0,0,0
6565,1,0,0,1,0,0,0,1,0,1,0,1
6566,1,0,1,0,0,0,0,0,0,1,0,1
6567,0,0,1,0,0,0,0,0,0,0,0,1
6568,1,0,1,0,0,0,0,0,0,0,0,1
6569,1,0,0,1,0,0,0,1,0,0,0,1
6570,1,0,0,1,0,0,0,1,0,0,0,0
6571,0,0,0,1,0,0,0,0,0,0,0,0
6572,0,0,0,1,0,0,0,1,0,0,0,0
6573,0,0,1,0,0,0,0,1,0,0,0,0
6574,1,0,1,0,0,0,0,1,0,0,0,0
6575,1,0,0,1,0,0,0,0,0,0,0,1
6576,1,0,1,0,0,0,0,1,0,1,0,1
6577,1,0,0,1,0,0,0,1,0,1,0,1
6578,1,0,1,0,0,0,0,1,0,0,0,0
6579,0,0,1,0,0,0,0,1,0,0,0,0
6580,1,0,0,1,0,0,0,0,0,1,0,1
6581,1,0,0,1,0,0,0,1,0,0,0,1
6582,0,0,1,0,0,0,0,1,0,0,0,0
6583,0,0,1,0,0,0,0,0,0,0,0,1
6584,0,0,1,0,0,0,0,1,0,0,0,0
6585,1,0,1,0,0,0,0,0,0,0,0,0
6586,0,0,1,0,0,0,1,1,0,1,0,1
6587,0,0,1,0,0,0,0,0,0,0,0,0
6588,0,0,1,0,0,0,0,0,0,0,0,0
6589,0,0,1,0,0,0,0,1,0,0,0,0
6590,1,0,1,0,0,0,0,1,0,0,0,0
6591,1,0,0,1,0,0,0,1,0,1,0,1
6592,1,0,0,1,0,0,0,1,0,1,0,1
6593,0,0,1,0,0,0,0,0,0,0,0,0
6594,1,0,1,0,0,0,0,0,0,0,1,0
6595,1,0,0,1,0,0,0,1,0,0,0,0
6596,1,0,0,1,0,1,0,1,0,0,0,1
6597,0,0,0,1,0,0,0,1,0,0,1,1
6598,1,0,0,1,0,0,0,0,0,1,0,1
6599,1,0,1,0,0,0,0,0,0,1,0,1
6600,1,0,0,1,0,0,0,0,0,0,0,0
6601,1,0,0,1,0,0,0,1,0,1,0,1
6602,0,0,1,0,0,0,0,1,0,0,0,0
6603,1,0,1,0,0,0,0,0,0,1,0,1
6604,1,0,1,0,0,0,0,1,0,0,1,0
6605,0,0,1,0,0,0,0,0,0,0,0,0
6606,1,0,1,0,0,0,0,0,0,1,0,0
6607,1,0,1,0,0,0,0,1,0,1,0,1
6608,0,0,0,1,0,0,0,0,0,0,0,0
6609,1,0,0,1,0,0,0,0,0,0,0,0
6610,1,0,1,0,0,0,0,1,0,1,1,1
6611,1,0,0,1,0,0,1,1,0,0,0,1
6612,1,0,1,0,0,0,0,0,0,0,1,0
6613,1,0,1,0,0,0,0,0,0,0,0,0
6614,1,0,0,1,0,0,0,0,0,1,0,1
6615,1,0,0,1,0,1,0,1,0,1,0,1
6616,1,0,1,0,0,0,0,1,0,0,0,0
6617,1,0,0,1,0,0,0,0,0,0,0,0
6618,1,0,1,0,0,0,0,0,0,0,0,0
6619,1,0,1,0,0,0,0,0,0,1,0,0
6620,0,0,1,0,0,0,0,0,0,0,0,0
6621,0,0,1,0,0,0,0,1,0,1,0,1
6622,1,0,0,1,0,0,0,1,0,1,0,1
6623,0,0,1,0,0,0,0,0,0,0,0,0
6624,1,0,0,1,0,0,1,0,0,1,1,1
6625,1,0,1,0,0,0,0,1,0,0,0,0
6626,0,0,0,1,0,0,0,1,0,0,0,0
6627,1,0,1,0,0,0,0,1,0,1,0,1
6628,0,0,1,0,0,0,0,0,0,0,0,0
6629,0,0,1,0,0,0,0,1,0,1,0,0
6630,1,0,0,1,0,0,1,1,0,1,0,1
6631,0,0,0,1,0,0,0,1,0,0,0,0
6632,1,0,0,1,0,0,0,1,0,0,0,0
6633,0,0,1,0,0,0,0,1,0,0,0,0
6634,1,0,0,1,0,0,0,1,0,0,0,1
6635,1,0,0,1,0,0,0,1,0,0,1,0
6636,1,0,1,0,0,0,0,1,0,0,0,1
6637,1,0,1,0,0,0,0,1,0,1,0,1
6638,1,0,0,1,0,0,0,1,0,0,0,0
6639,1,0,1,0,0,0,0,0,0,1,0,1
6640,0,0,0,1,0,0,0,1,0,1,0,0
6641,0,0,1,0,0,0,1,1,0,0,0,0
6642,1,0,1,0,0,0,1,0,0,0,0,1
6643,0,0,1,0,0,0,0,0,0,0,0,0
6644,1,0,1,0,0,0,0,0,0,0,0,0
6645,1,0,1,0,0,0,1,1,0,1,0,1
6646,0,0,1,0,0,0,0,1,0,1,1,0
6647,1,0,1,0,0,0,0,1,0,0,0,0
6648,1,0,1,0,0,0,0,1,0,0,0,0
6649,0,0,1,0,0,0,0,0,0,0,0,0
6650,0,0,1,0,0,0,0,1,0,1,0,0
6651,0,0,1,0,0,0,0,1,0,0,0,1
6652,1,0,1,0,0,0,0,0,0,0,0,0
6653,0,0,1,0,0,0,0,0,0,0,0,0
6654,1,0,0,1,0,0,0,1,0,0,0,0
6655,1,0,0,1,0,0,0,1,0,1,0,1
6656,1,0,0,1,0,1,0,0,0,1,0,1
6657,1,0,1,0,0,0,0,0,0,1,0,0
6658,1,0,1,0,0,0,0,1,0,0,0,1
6659,1,0,1,0,0,0,0,0,0,0,0,0
6660,1,0,1,0,0,0,0,0,0,0,0,0
6661,0,0,1,0,0,0,0,1,0,1,0,0
6662,1,0,0,1,0,0,0,0,0,0,0,1
6663,1,0,1,0,0,0,0,0,0,0,0,0
6664,1,0,0,1,0,0,0,1,0,0,0,1
6665,1,0,1,1,0,0,0,0,0,0,0,0
6666,1,0,1,0,0,0,0,0,0,0,0,0
6667,1,0,0,1,0,0,1,1,0,1,0,1
6668,1,0,0,1,0,0,1,1,0,1,0,1
6669,1,0,1,0,0,0,0,0,0,0,0,0
6670,0,0,1,0,0,0,0,1,0,0,1,0
6671,1,0,0,1,0,0,0,0,0,0,0,1
6672,1,0,0,1,0,0,0,0,0,0,0,1
6673,0,0,1,0,0,0,0,1,0,0,0,0
6674,1,0,1,0,0,0,0,1,0,0,0,0
6675,1,0,0,1,0,0,0,0,0,1,0,1
6676,1,0,0,1,0,0,0,1,0,1,0,1
6677,1,0,1,0,0,0,0,1,0,1,0,1
6678,1,0,1,0,0,0,0,1,0,1,0,1
6679,1,0,0,1,0,0,0,1,0,1,0,1
6680,0,0,0,1,0,0,0,1,0,0,0,0
6681,0,0,0,1,0,0,0,1,0,0,0,0
6682,1,0,1,0,0,0,0,1,0,0,0,0
6683,0,0,1,0,0,0,0,1,0,0,0,0
6684,1,0,1,0,0,0,0,1,0,0,0,1
6685,1,0,1,0,0,0,0,0,0,0,0,1
6686,0,0,1,0,0,0,0,1,0,0,0,1
6687,0,0,1,0,0,0,1,1,0,1,0,0
6688,1,0,1,0,0,0,0,0,0,0,1,1
6689,1,0,0,1,0,0,0,1,0,1,0,1
6690,0,0,1,0,0,0,0,1,0,1,0,1
6691,1,0,1,0,0,0,0,0,0,1,0,0
6692,1,0,0,1,0,0,1,1,0,1,0,1
6693,0,0,1,0,0,0,0,1,0,0,0,0
6694,1,0,0,1,0,0,0,1,0,0,0,0
6695,0,0,1,0,0,0,0,0,0,0,0,0
6696,0,0,1,0,0,0,0,0,0,0,0,0
6697,0,0,1,0,0,0,1,1,0,1,0,1
6698,1,0,0,1,0,0,0,1,0,1,0,1
6699,0,0,1,0,0,0,0,0,0,0,0,0
6700,1,0,0,1,0,0,1,1,0,0,0,1
6701,1,0,0,1,0,0,0,0,0,0,1,1
6702,1,0,0,1,0,0,0,1,0,0,0,1
6703,0,0,0,1,0,0,0,1,0,0,0,0
6704,0,0,1,0,0,0,0,1,0,0,0,0
6705,1,0,0,1,0,0,0,0,0,0,0,1
6706,0,0,1,0,0,0,0,0,0,0,0,0
6707,1,0,1,0,0,0,0,1,0,0,0,0
6708,1,0,0,1,0,0,1,1,0,0,1,0
6709,1,0,1,0,0,0,0,1,0,1,0,1
6710,0,0,1,0,0,0,0,0,0,0,0,0
6711,1,0,1,0,0,0,1,0,0,1,0,1
6712,1,0,0,1,0,0,0,1,0,0,0,0
6713,0,0,1,0,0,0,0,0,0,0,0,0
6714,1,0,0,1,0,0,1,1,0,1,0,1
6715,0,0,1,0,0,0,0,1,0,0,0,0
6716,1,0,1,0,0,0,0,1,0,0,0,1
6717,1,0,0,1,0,0,1,0,0,0,0,1
6718,0,0,1,0,0,0,0,0,0,0,0,0
6719,0,0,1,0,0,0,0,0,0,0,0,0
6720,1,0,1,0,0,0,0,1,0,1,0,1
6721,1,0,0,1,0,0,0,1,0,0,0,1
6722,0,0,1,0,0,0,0,1,0,0,0,0
6723,1,0,1,0,0,0,1,0,0,0,0,0
6724,0,0,1,0,0,0,0,1,0,0,0,0
6725,1,0,0,1,0,0,1,1,0,1,0,1
6726,1,0,0,1,0,0,1,0,0,0,0,1
6727,1,0,0,1,0,0,0,1,0,1,0,1
6728,0,0,1,0,0,0,0,0,0,0,0,0
6729,0,0,0,1,0,0,0,1,0,0,0,0
6730,1,0,0,1,0,0,0,1,0,1,1,1
6731,1,0,0,1,0,0,0,0,0,1,0,1
6732,1,0,1,0,0,0,0,1,0,0,0,0
6733,1,0,1,0,0,0,0,0,0,0,0,0
6734,0,0,1,0,0,0,0,1,0,0,0,0
6735,1,0,0,1,0,0,0,0,0,1,0,1
6736,1,0,1,0,0,0,0,0,0,0,0,1
6737,1,0,0,1,0,0,0,0,0,1,0,1
6738,1,0,0,1,0,0,1,1,0,1,1,1
6739,0,0,1,0,0,0,0,0,0,0,0,0
6740,1,0,1,0,0,0,0,0,0,0,0,1
6741,0,0,1,0,0,0,1,0,0,0,1,1
6742,0,0,1,0,0,0,0,0,0,0,0,0
6743,1,0,0,1,0,0,0,0,0,1,0,1
6744,0,0,1,0,0,0,0,1,0,1,0,0
6745,1,0,1,0,0,0,0,1,0,0,0,0
6746,1,0,1,0,0,0,0,1,0,1,0,1
6747,0,0,1,0,0,0,0,1,0,0,0,1
6748,1,0,0,1,0,0,0,0,0,0,0,0
6749,0,0,1,0,0,0,0,0,0,0,0,0
6750,0,0,1,0,0,0,0,0,0,0,0,0
6751,1,0,1,0,0,0,0,1,0,1,0,1
6752,0,0,1,0,0,0,0,1,0,0,0,0
6753,1,0,1,0,0,0,1,1,0,0,0,0
6754,1,0,1,0,0,0,0,1,0,0,0,0
6755,0,0,1,0,0,0,0,0,0,0,0,0
6756,1,0,1,0,0,0,0,0,0,1,0,1
6757,1,0,1,0,0,0,1,0,0,0,0,0
6758,1,0,0,1,0,0,0,1,0,0,0,1
6759,0,0,1,0,0,0,0,0,0,1,0,0
6760,1,0,0,1,0,0,0,1,0,1,0,1
6761,0,0,1,0,0,0,0,1,0,1,1,0
6762,1,0,0,1,0,1,0,0,0,1,0,1
6763,1,0,0,1,0,0,1,1,0,1,0,1
6764,0,0,1,0,0,0,0,0,0,0,0,0
6765,1,0,1,0,0,0,1,1,0,0,0,0
6766,1,0,0,1,0,0,0,1,0,0,0,1
6767,1,0,0,1,0,0,0,0,0,0,0,1
6768,1,0,1,0,0,0,1,1,0,0,0,0
6769,1,0,1,0,0,0,0,1,0,0,0,0
6770,0,0,1,0,0,0,0,0,0,0,1,0
6771,1,0,1,0,0,0,0,0,0,1,0,1
6772,0,0,1,0,0,0,0,1,0,0,1,0
6773,0,0,0,1,0,0,0,1,0,0,0,0
6774,0,0,1,0,0,0,0,1,0,0,0,0
6775,0,0,1,0,0,0,0,0,0,0,0,0
6776,1,0,1,0,0,0,0,0,0,0,0,0
6777,1,0,0,1,0,0,0,1,0,1,0,1
6778,1,0,0,1,0,0,1,1,0,1,0,1
6779,1,0,0,1,0,0,0,0,0,0,0,1
6780,0,0,1,0,0,0,0,0,0,1,0,1
6781,1,0,1,0,0,0,0,1,0,0,0,0
6782,0,0,1,0,0,0,0,0,0,0,0,0
6783,0,0,1,0,0,0,0,0,0,0,0,0
6784,1,0,0,1,0,0,0,1,0,1,1,1
6785,1,0,1,0,0,1,0,0,0,1,0,1
6786,0,0,1,0,0,0,0,0,0,0,0,0
6787,1,0,0,1,0,0,0,1,0,1,0,1
6788,0,0,1,0,0,0,0,1,0,0,1,0
6789,1,0,1,0,0,0,0,1,0,1,0,1
6790,1,0,1,0,0,0,1,1,0,1,0,1
6791,1,0,0,1,0,0,0,0,0,1,0,1
6792,0,0,1,0,0,0,0,1,0,0,1,0
6793,1,0,1,0,0,0,0,0,0,0,0,0
6794,0,0,1,0,0,0,0,0,0,0,0,0
6795,1,0,0,1,0,0,0,0,0,1,0,1
6796,1,0,0,1,0,0,1,1,0,0,0,0
6797,1,0,0,1,0,0,0,1,0,0,0,1
6798,1,0,0,1,0,0,0,0,0,0,0,1
6799,1,0,1,0,0,0,0,1,0,0,0,0
6800,1,0,1,0,0,0,0,0,0,0,0,0
6801,1,0,0,1,0,0,1,0,0,1,0,1
6802,1,0,1,0,0,0,0,1,0,0,0,0
6803,1,0,1,0,0,0,0,1,0,0,0,1
6804,1,0,0,1,0,0,0,0,0,0,0,1
6805,1,0,0,1,0,0,0,0,0,0,0,1
6806,1,0,1,0,0,0,0,0,0,0,0,0
6807,1,0,0,1,0,0,1,1,0,1,0,1
6808,0,0,0,1,0,0,0,1,0,0,0,0
6809,1,0,1,0,0,0,1,1,0,1,0,1
6810,1,0,0,1,0,0,0,0,0,1,0,1
6811,0,0,1,0,0,0,0,0,0,0,0,0
6812,1,0,0,1,0,0,1,1,0,1,0,1
6813,0,0,1,0,0,0,0,1,0,0,0,0
6814,1,0,0,1,0,0,0,0,0,0,0,0
6815,0,0,1,0,0,0,0,1,0,0,1,0
6816,1,0,0,1,0,0,0,0,0,0,0,0
6817,0,0,0,1,0,0,0,1,0,1,0,0
6818,1,0,1,0,0,0,0,0,0,0,1,1
6819,1,0,1,0,0,0,0,0,0,1,0,1
6820,1,0,0,1,0,0,0,0,0,0,0,0
6821,1,0,0,1,0,0,1,1,0,1,0,1
6822,1,0,0,1,0,0,0,0,0,0,0,0
6823,1,0,1,0,0,0,1,1,0,1,1,1
6824,1,0,1,0,0,0,0,1,0,0,0,0
6825,1,0,1,0,0,0,0,1,0,0,0,0
6826,0,0,1,0,0,0,0,0,0,0,0,0
6827,1,0,1,0,0,0,0,0,0,0,0,1
6828,0,0,1,0,0,0,0,0,0,0,0,0
6829,1,0,1,0,0,0,0,0,0,0,1,0
6830,0,0,0,1,0,0,0,1,0,0,0,0
6831,1,0,0,1,0,0,0,1,0,1,0,1
6832,1,0,1,0,0,0,0,0,0,1,0,1
6833,1,0,1,0,0,0,0,1,0,0,0,1
6834,1,0,1,0,0,0,0,1,0,0,0,0
6835,0,0,1,0,0,0,0,1,0,0,0,0
6836,1,0,0,1,0,0,1,1,0,1,0,1
6837,1,0,1,0,0,0,1,1,0,1,0,1
6838,0,0,0,1,0,0,0,0,0,0,0,0
6839,1,0,1,0,0,0,0,0,0,1,0,1
6840,0,0,1,0,0,0,1,1,0,1,0,1
6841,1,0,0,1,0,0,0,1,0,0,0,0
6842,1,0,1,0,0,0,0,1,0,0,0,0
6843,1,0,1,0,0,0,0,0,0,0,0,0
6844,0,0,1,0,0,0,0,1,0,0,0,0
6845,1,0,0,1,0,0,0,0,0,1,0,1
6846,1,0,1,0,0,0,0,1,0,0,0,0
6847,1,0,1,0,0,0,0,1,0,1,0,1
6848,1,0,1,0,0,0,0,1,0,1,0,1
6849,1,0,1,0,0,0,0,0,0,0,0,1
6850,0,0,1,0,0,0,0,0,0,0,0,0
6851,0,0,1,0,0,0,0,1,0,0,0,0
6852,1,0,1,0,0,0,0,1,0,0,1,0
6853,1,0,1,0,0,0,0,1,0,0,0,0
6854,1,0,1,0,0,0,0,1,0,1,0,1
6855,1,0,1,0,0,0,0,1,0,0,0,0
6856,1,0,1,0,0,0,0,1,0,1,0,1
6857,1,0,1,0,0,0,0,1,0,0,0,0
6858,1,0,1,0,0,0,0,0,0,0,0,0
6859,0,0,0,1,0,0,0,0,0,0,1,0
6860,1,0,0,1,0,0,0,0,0,0,0,1
6861,1,0,1,0,0,0,0,1,0,0,0,0
6862,1,0,0,1,0,0,0,0,0,0,0,0
6863,1,0,1,0,0,0,0,1,0,1,1,1
6864,1,0,1,0,0,0,0,0,0,0,0,1
6865,1,0,0,1,0,0,0,1,0,1,0,1
6866,1,0,0,1,0,0,0,1,0,1,0,1
6867,1,0,1,0,0,0,0,0,0,0,0,0
6868,1,0,0,1,0,0,0,0,0,0,0,0
6869,1,0,0,1,0,0,0,0,0,1,0,1
6870,0,0,1,0,0,0,0,1,0,0,0,0
6871,1,0,0,1,0,0,0,0,0,1,0,1
6872,0,0,1,0,0,0,0,1,0,0,0,1
6873,1,0,1,0,0,0,0,0,0,0,0,0
6874,1,0,0,1,0,0,1,1,0,1,0,1
6875,1,0,1,0,0,0,0,1,0,1,0,1
6876,0,0,1,0,0,0,0,0,0,0,0,0
6877,1,0,0,1,0,0,0,1,0,0,0,1
6878,0,0,1,0,0,0,1,1,0,1,0,1
6879,1,0,1,0,0,0,0,1,0,0,0,0
6880,1,0,0,1,0,0,0,0,0,1,0,1
6881,1,0,0,1,0,0,0,0,0,1,0,1
6882,1,0,1,0,0,0,0,1,0,0,1,1
6883,1,0,1,0,0,0,0,0,0,0,0,1
6884,1,0,0,1,0,0,0,0,0,1,0,1
6885,0,0,1,0,0,0,0,0,0,0,0,0
